"tlaID","wikidataID","transliterationLUT","hieroglyphs","lexicalCategoryID","lexicalCategory","additionalLexicalCategoryID","additionalLexicalCategory","genderID","gender","referentTypeID","referentType","senses","sensesLanguage"
"74540","L1389414","mẖꜣ","𓅓𓆞𓄿","Q24905","verb","","","","","","","to incline (one's heart to)","EN"
"74550","L1389415","mẖꜣ","𓅓𓆞𓄿𓊛","Q1084","noun","","","Q499327","masculine","","","[a boat]","EN"
"74580","L1386222","mẖꜥq.t","𓅓𓄡𓂝𓈎𓏏𓍜","Q1084","noun","","","Q1775415","feminine","","","rasor","EN"
"74600","L1389406","mẖn","𓅓𓂝𓄚𓈖𓏌𓏲𓈇𓏤","Q1084","noun","","","Q499327","masculine","","","muddy place (or similar)","EN"
"74610","L1382521","mẖn.t","𓅓𓂙𓈖𓏏𓊛","Q1084","noun","","","Q1775415","feminine","","","ferry-boat","EN"
"74630","L1391656","mẖn.tï","𓅓𓂙𓈖𓏏𓍘𓊛","Q1084","noun","","","Q499327","masculine","","","ferryman","EN"
"854483","L1387728","mẖnm.t","","Q1084","noun","","","Q1775415","feminine","","","basin","EN"
"74660","L1388120","mẖr","𓅓𓂝𓌨𓂋𓈇𓏤","Q1084","noun","","","","","","","low-lying land","EN"
"74650","L1383352","mẖr","𓅓𓂝𓌨𓂋𓉐","Q1084","noun","","","Q499327","masculine","","","granary; storehouse","EN"
"74670","L1389408","mẖr.w","𓅓𓂝𓌨𓂋𓅱𓈇","Q1084","noun","","","Q499327","masculine","","","lees (of beer)","EN"
"74680","L1382935","mẖr.w","𓅓𓌨𓂋𓅱𓏛𓏥","Q1084","noun","","","Q499327","masculine","","","provisions; offerings","EN"
"74690","L1382826","mẖt.w","𓅓𓄡𓏏𓅱𓄹𓏥","Q1084","noun","","","","","","","entrails","EN"
"867980","L1392665","mẖt.w","","Q1084","noun","","","Q499327","masculine","","","[part of a ship]","EN"
"74720","L1386957","mz","","Q1084","noun","","","Q499327","masculine","","","floral offerings","EN"
"74710","L1389472","mz","𓅓𓂝𓊄","Q1084","noun","","","Q499327","masculine","","","carrier","EN"
"74700","L1382028","mz","𓅓𓊄","Q24905","verb","","","","","","","to bring; to betake (oneself)","EN"
"600076","L1392764","mz","","Q1084","noun","","","Q499327","masculine","","","[a copper object]","EN"
"855944","L1396741","mz.tï","","Q1084","noun","","","Q499327","masculine","","","the one with the stave","EN"
"854180","L1390555","mz-ꜣpd.w","","Q1084","noun","","","Q499327","masculine","","","bringing in the fowl","EN"
"74930","L1384838","mzꜣ.t","𓅓𓊃𓏏𓅭","Q1084","noun","","","Q1775415","feminine","","","[a goose (in offering lists)]","EN"
"75040","L1382328","mzw.t","𓅓𓊃𓅱𓏏𓇠","Q1084","noun","","","Q1775415","feminine","","","[an offering of grain]","EN"
"880565","L1390554","mzwꜣ","","Q1084","noun","","","Q499327","masculine","","","tusk (elephant)","EN"
"75220","L1387160","mzwr","","Q1084","noun","","","Q499327","masculine","","","drinking place","EN"
"75380","L1385209","mzmz","𓅓𓊃𓅓𓊃","Q24905","verb","","","","","","","[verb (referring to the sun)]","EN"
"75590","L1382050","mzḥ","𓅓𓊃𓎛𓆊","Q1084","noun","","","Q499327","masculine","","","crocodile","EN"
"75600","L1392765","mzḥ.t","𓅓𓊃𓎛𓏏𓆊","Q1084","noun","","","Q1775415","feminine","","","crocodile","EN"
"887453","L1396376","mzḥ-ꞽgr.t","","Q1084","noun","","","","","","","Waran","DE"
"854863","L1387383","mzš","","Q24905","verb","","","","","","","to remove seeds, pips; to peel away (for date seeds)","EN"
"74800","L1382399","ms","𓄟𓋴𓀁","Q184943","grammatical particle","Q213458","clitic","","","","","surely; indeed","EN"
"74750","L1381303","ms","𓄟𓋴𓀔𓀀","Q1084","noun","","","Q499327","masculine","","","child","EN"
"74820","L1392726","ms","𓄟𓋴𓀙","Q1084","noun","","","Q499327","masculine","","","mes (Libyan title for a prince)","EN"
"74740","L1389447","ms","𓄟𓋴𓀭","Q1084","noun","","","Q499327","masculine","","","creator","EN"
"74810","L1392727","ms","𓄟𓋴𓂻","Q24905","verb","","","","","","","to express awe (of)","EN"
"74770","L1388140","ms","𓄟𓋴𓃔","Q1084","noun","","","","","","","calf","EN"
"74780","L1389448","ms","𓄟𓋴𓏯𓌽𓏥","Q1084","noun","","","Q499327","masculine","","","grain (as levy)","EN"
"74760","L1388714","ms","","Q1084","noun","","","","","","","[from Apophis' brood]","EN"
"861316","L1396004","ms.y","","Q1084","noun","","","Q499327","masculine","","","bird (as payment, tribute)","EN"
"74980","L1396983","ms.yt","𓄟𓋴𓇋𓇋𓏏","Q1084","noun","","","Q1775415","feminine","","","foal","EN"
"75050","L1385099","ms.w","𓄟𓋴𓏲𓏥","Q1084","noun","","","Q499327","masculine","","","produce (of the fields)","EN"
"75140","L1385556","ms.w-nzw","𓇓𓏏𓈖𓄟𓋴𓅱𓀔𓀀𓁐𓏥","Q1084","noun","","","Q499327","masculine","","","royal children (?); those who bear the royal children (?)","EN"
"550349","L1385517","Ms.w-Ḥr.w","𓄟𓋴𓏪𓅃𓏤","Q147276","proper noun","Q115642037","deity name","","","","","children of Horus","EN"
"75090","L1383278","ms.wt","𓄟𓋴𓅱𓏏𓏐𓏊𓏒","Q1084","noun","","","Q1775415","feminine","","","supper","EN"
"74840","L1384412","ms.t","𓄟𓋴𓏏𓀔","Q1084","noun","","","Q1775415","feminine","","","maid, wench; whore","EN"
"74860","L1385889","ms-ꜥꜣ.t","𓄟𓋴𓉻𓏏𓊌𓏪","Q1084","noun","","","Q499327","masculine","","","stonemason","EN"
"401106","L1388718","ms-ꜥnḫ","","Q1084","noun","","","Q499327","masculine","","","creator (?)","EN"
"75540","L1386231","ms-nšd","𓄟𓈖𓈙𓂧𓏥","Q1084","noun","","","Q499327","masculine","","","lapidary","EN"
"859170","L1390532","Ms-ḥmw.w","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname Inys] (?)","DE"
"854717","L1387738","ms-ḫr","","Q1084","noun","","","Q499327","masculine","","","child, pupil of the royal necropolis","EN"
"76170","L1382948","msꜣḏ.t","𓄟𓋴𓂧𓏏𓂉𓂉","Q1084","noun","","","Q1775415","feminine","","","side of the nose; nostril(s)","EN"
"74950","L1381729","msi̯","𓄟𓋴","Q24905","verb","","","","","","","to give birth; to fashion; to create","EN"
"75010","L1395295","msꞽꜣ.t","𓅓𓋴𓇋𓋷𓄿𓏏","Q1084","noun","","","Q1775415","feminine","","","distinguishing mark, characteristic; recognition","EN"
"75020","L1394657","msyw.t","","Q1084","noun","","","Q1775415","feminine","","","she who gives birth (mother)","EN"
"75030","L1395636","msꞽn.t","𓄟𓋴𓇋𓈖𓏏𓄹","Q1084","noun","","","Q1775415","feminine","","","[part of the abdomen]; peritoneum (?)","EN"
"865382","L1395637","msy.t","","Q1084","noun","","","Q1775415","feminine","","","[vessel]","EN"
"75000","L1394285","msy.t","𓄟𓋴𓇋𓇋𓏏𓅬𓏪","Q1084","noun","","","Q1775415","feminine","","","[a kind of water fowl]","EN"
"650070","L1395638","msyw.t","","Q1084","noun","","","Q1775415","feminine","","","accusation","EN"
"75060","L1383225","msw.t","𓄟𓅱𓏏","Q1084","noun","","","Q499327","masculine","","","descendants","EN"
"75070","L1382092","msw.t","𓄟𓅱𓏏","Q1084","noun","","","Q1775415","feminine","","","birth; birthing","EN"
"75080","L1383401","msw.t","𓄟𓋴𓅱𓏏","Q1084","noun","","","","","","","manifestation","EN"
"75200","L1385888","msw.t-Ꜣs.t","𓄟𓏏𓊨𓏏𓎱","Q1084","noun","","","","","","","birth of Isis (4th epagomenal day)","EN"
"75100","L1394292","msw.t-Wsꞽr","𓄟𓋴𓅱𓏏𓁹𓊨𓎱𓇳","Q1084","noun","","","","","","","birth of Osiris (1st epagomenal day)","EN"
"75130","L1389460","msw.t-Nb.t-ḥw.t","𓄟𓋴𓅱𓏏𓏥𓉠","Q1084","noun","","","","","","","birth of Nephthys (5th epagomenal day)","EN"
"75150","L1388148","msw.t-nṯr.w","𓄟𓅱𓏏𓊹𓊹𓊹","Q1084","noun","","","","","","","the birth of the gods (the five epagomenal days of the year)","EN"
"75180","L1389459","msw.t-Ḥr.w","𓄟𓋴𓅱𓏏𓅃","Q1084","noun","","","","","","","birth of Horus (2nd epagomenal day)","EN"
"75210","L1386232","msw.t-Stẖ","𓄟𓋴𓅱𓏏𓏯𓃩","Q1084","noun","","","","","","","birth of Seth (3rd epagomenal day)","EN"
"855388","L1394441","msw.tï","","Q1084","noun","","","Q499327","masculine","","","offspring","EN"
"860473","L1392750","mswr","","Q1084","noun","","","Q499327","masculine","","","[body of water]","EN"
"880559","L1390540","mswq","","Q1084","noun","","","Q499327","masculine","","","[cake]","EN"
"75270","L1387158","msbb","","Q24905","verb","","","","","","","to turn towards; to serve (someone); to deal with (?)","EN"
"75280","L1390526","msbb","","Q24905","verb","","","","","","","[for trimming with gold]","EN"
"75300","L1389453","mspr","𓄟𓊪𓂋𓎱","Q1084","noun","","","Q499327","masculine","","","[name of the 3rd day of the lunar month]","EN"
"855473","L1388716","mspr","","Q1084","noun","","","Q499327","masculine","","","[substantive]","EN"
"75330","L1390533","mspr.t","","Q1084","noun","","","Q1775415","feminine","","","haven; [part of a ship (?)]","EN"
"75360","L1396374","mspr.tïw","𓄟𓊪𓂋𓏏𓏭𓅱𓏴𓂡𓀀𓏪","Q1084","noun","","","","","","","[labourer]","EN"
"75340","L1389454","mspr-sn.nw","𓄟𓊪𓂋𓏤𓏤𓏌𓎱","Q1084","noun","","","Q499327","masculine","","","[16th day]","EN"
"75370","L1388144","msm.w","𓅓𓋴𓅓𓅱𓈅𓈅𓈅","Q1084","noun","","","Q499327","masculine","","","[a country or region]","EN"
"850154","L1389452","msms","𓇼𓄿𓈖𓄟𓋴𓄟𓋴𓀁","Q1084","noun","","","Q499327","masculine","","","[name of a gateway in the hereafter]","EN"
"75400","L1383954","msn","𓄟𓋴𓈖𓍢","Q24905","verb","","","","","","","to spin; to twist (thread)","EN"
"75430","L1382967","Msn","𓄟𓋴𓈖𓎣𓊖","Q147276","proper noun","Q7884789","toponym","","","","","Mesen (cult place of Horus of Edfu)","EN"
"75490","L1392738","msn","𓄟𓋴𓈖𓏭𓈒𓏥","Q24905","verb","","","","","","","to hammer","EN"
"75500","L1396006","msn.ï","𓐝𓌣𓇋𓌪","Q1084","noun","","","Q499327","masculine","","","knife","EN"
"75510","L1386230","msn.w","𓄟𓋴𓈖𓏌𓅱𓌠𓀀","Q1084","noun","","","Q499327","masculine","","","hapooner","EN"
"75450","L1392739","msn.t","","Q1084","noun","","","Q1775415","feminine","","","[a fabric]","EN"
"75520","L1383694","msnḥ","𓄟𓋴𓈖𓎛𓂽","Q24905","verb","","","","","","","to turn around","EN"
"75560","L1396733","msntï","𓄟𓋴𓈖𓏏𓏭𓏛𓏥","Q1084","noun","","","Q499327","masculine","","","foundation ditch","EN"
"855311","L1390534","msr.t","","Q1084","noun","","","Q1775415","feminine","","","[mammal (?)]","EN"
"860163","L1390535","msr.t","","Q1084","noun","","","Q1775415","feminine","","","[bird]","EN"
"75630","L1388143","msḫ","𓅓𓂝𓐠𓏤𓐍𓏭𓏊","Q1084","noun","","","Q499327","masculine","","","[a large vessel, for oil and wine (Sem. loan word)]","EN"
"75750","L1392733","msḫ.t","𓄟𓋴𓐍𓏏𓄗","Q1084","noun","","","Q1775415","feminine","","","arm","EN"
"75740","L1392734","msḫ.t","","Q1084","noun","","","Q1775415","feminine","","","[a measure for oil]; [large vessel for wine and oil (Sem. loan word)]","EN"
"880970","L1388715","msḫꜣ","","Q1084","noun","","","Q499327","masculine","","","joy","EN"
"75650","L1384386","msḫꜣ","𓄟𓋴𓆼𓀁","Q24905","verb","","","","","","","to rejoice","EN"
"75660","L1392736","msḫꜣ","𓄟𓋴𓆼𓀓","Q24905","verb","","","","","","","to bow down","EN"
"75700","L1383353","msḫꜥ","𓄟𓈍𓏥","Q1084","noun","","","Q499327","masculine","","","splendor (of gods)","EN"
"75710","L1384125","msḫn","𓄟𓋴𓐍𓈖𓉐","Q1084","noun","","","Q499327","masculine","","","abode (of gods)","EN"
"75720","L1382783","msḫn.t","𓄟𓋴𓐍𓈖𓏏𓉐","Q1084","noun","","","Q1775415","feminine","","","abode (of gods); birthplace; birth bricks","EN"
"75730","L1386511","Msḫn.t","","Q147276","proper noun","Q115642037","deity name","","","","","Meskhenet (goddess associated with birth)","EN"
"75760","L1392735","msḫt.w","𓄟𓐍𓅂𓍇","Q1084","noun","","","Q499327","masculine","","","adze (as used in the Opening-of-the-mouth ritual)","EN"
"887450","L1390531","msẖ.t","","Q1084","noun","","","Q1775415","feminine","","","[Substantiv]","DE"
"860102","L1387739","msẖꜣ","","Q1084","noun","","","Q1775415","feminine","","","fairway, channel","EN"
"75810","L1390536","mss","","Q1084","noun","","","","","","","band (?); girdle (?)","EN"
"75790","L1390537","mss","","Q24905","verb","","","","","","","to totter","EN"
"600233","L1386880","mss","","Q1084","noun","","","","","","","tunic","EN"
"75800","L1392743","mss","","Q24905","verb","","","","","","","do joinery, carpentry","EN"
"75820","L1385003","mss.t","𓄟𓋴𓋴𓏏𓍱","Q1084","noun","","","","","","","tunic","EN"
"75830","L1388147","mss-n-ꜥḥꜣ","𓄟𓋴𓋴𓄜𓈖𓂚𓂡","Q1084","noun","","","Q499327","masculine","","","battle tunic","EN"
"75860","L1388145","msq","𓄟𓋴𓈎𓌪","Q1084","noun","","","Q499327","masculine","","","[a weapon (?)]","EN"
"75870","L1389455","msq","𓅓𓂝𓐠𓏤𓈎𓄿𓂷𓂡","Q24905","verb","","","","","","","[metalworking activity (to emboss?) (Sem. loan words)]","EN"
"75920","L1391430","msk.tït","","Q1084","noun","","","Q1775415","feminine","","","solar bark (nocturnal, morning)","EN"
"75890","L1383165","mskꜣ","𓄟𓂓𓄜","Q1084","noun","","","Q499327","masculine","","","leather; hide","EN"
"75910","L1394621","mskꞽ","𓄟𓋴𓎡𓇋𓀁","Q1084","noun","","","Q499327","masculine","","","slander (?)","EN"
"75930","L1392737","msktw","","Q1084","noun","","","Q499327","masculine","","","bracelet","EN"
"75960","L1392746","mst.w","𓅓𓋴𓏏𓄝𓅱𓋳","Q1084","noun","","","Q499327","masculine","","","[a bag (of cloth?)]","EN"
"75980","L1383322","mstꜣ","𓄟𓋴𓏏𓍔𓄿𓈗𓏊𓏥","Q1084","noun","","","Q499327","masculine","","","[a liquid (med.)]","EN"
"76020","L1396263","mstꞽ","𓄟𓋴𓍘𓇋𓊛","Q1084","noun","","","Q1775415","feminine","","","[a small galley propelled by oars (Sem. loan word)]","EN"
"76010","L1394215","mstꞽ","𓄟𓋴𓍘𓇋𓎅","Q1084","noun","","","","","","","[a basket (or leather bag?)]","EN"
"76060","L1392748","mstr","","Q1084","noun","","","Q499327","masculine","","","office; chancellery (Sem. loan word)","EN"
"76070","L1389458","mstr.t","𓅓𓋴𓏏𓂋𓏏","Q1084","noun","","","Q1775415","feminine","","","[a kind of cloth]; [a simple kilt]","EN"
"76030","L1382909","msṯ.w","𓄟𓅂𓏏𓏭","Q1084","noun","","","Q499327","masculine","","","offspring","EN"
"886643","L1392747","Msṯ.w-Rꜥw","","Q147276","proper noun","Q115642102","royal name","","","","","[Thronname Kambyses']","DE"
"76110","L1389457","msṯ.wt","𓄟𓋴𓏏𓅱𓏏𓀾","Q1084","noun","","","Q1775415","feminine","","","offspring","EN"
"854735","L1396007","msṯ.wtï","","Q1084","noun","","","Q499327","masculine","","","descendant","EN"
"868004","L1396984","msṯ.wtït","","Q1084","noun","","","Q1775415","feminine","","","female descendant","EN"
"800070","L1387379","msṯ.t","","Q1084","noun","","","Q1775415","feminine","","","obligations","EN"
"883034","L1396734","msṯ.tï","","Q1084","noun","","","Q499327","masculine","","","Lastenträger; Transportarbeiter","DE"
"76120","L1385887","msṯp.t","𓄟𓍿𓊪𓏏","Q1084","noun","","","Q1775415","feminine","","","sled (for transporting coffin or shrine); portable shrine","EN"
"76130","L1392729","msd","𓅓𓂝𓊃𓏏𓍱","Q24905","verb","","","","","","","to clothe","EN"
"76160","L1384676","msd.t","𓄟𓋴𓂧𓏏𓄹","Q1084","noun","","","Q1775415","feminine","","","thigh; haunch","EN"
"76140","L1388142","msd.t","𓅓𓋴𓂧𓏏𓋳","Q1084","noun","","","Q1775415","feminine","","","[a garment (cloak?)]","EN"
"863369","L1392731","msd.t","","Q1084","noun","","","Q1775415","feminine","","","[stone]","EN"
"76200","L1396732","msdm.ï","","Q1084","noun","","","Q499327","masculine","","","one who prepares eye-paint","EN"
"76190","L1381982","msdm.t","𓄟𓋴𓂧𓅓𓏏𓈒𓏥","Q1084","noun","","","Q1775415","feminine","","","black eye paint (galena)","EN"
"76220","L1395098","msḏ.yt","𓄟𓋴𓂧𓇋𓇋𓏏𓅪","Q1084","noun","","","Q1775415","feminine","","","that which is hateful","EN"
"650045","L1387377","msḏ.w","","Q1084","noun","","","","","","","rival (?)","EN"
"76210","L1382251","msḏi̯","𓄟𓋴𓆓𓀁","Q24905","verb","","","","","","","to hate; to dislike","EN"
"76230","L1382001","msḏr","𓄟𓋴𓇥𓂋𓄔","Q1084","noun","","","Q499327","masculine","","","ear","EN"
"860133","L1386956","msḏr.t","","Q1084","noun","","","Q1775415","feminine","","","ear","EN"
"875729","L1396005","msḏr-ꞽꜥꜣ","","Q1084","noun","","","Q499327","masculine","","","[plant (""donkey's ear"")]","EN"
"863003","L1390530","msḏr-ḥḏr.t","","Q1084","noun","","","Q499327","masculine","","","[plant]","EN"
"76240","L1385035","msḏḏ.t","𓄟𓋴𓂧𓂧𓏏𓅪𓁐","Q1084","noun","","","Q1775415","feminine","","","rival","EN"
"76260","L1388141","mš","𓅓𓂝𓆷𓄿𓈇𓏤","Q1084","noun","","","","","","","[noun]","EN"
"76250","L1392728","mš","𓅓𓂝𓆷𓄿𓌪𓂡","Q24905","verb","","","","","","","to cup open; to gut (fish)","EN"
"600431","L1392751","mšꜣ.w","","Q1084","noun","","","Q499327","masculine","","","[occupational term]","EN"
"76280","L1395511","mšꜣy","𓅓𓂝𓆷𓄿𓇋𓇋𓄜𓏥","Q1084","noun","","","Q499327","masculine","","","[a chariot part (of leather)]","EN"
"76290","L1392752","mšꜣb","𓅓𓂝𓆷𓄿𓋁𓃀𓏲𓈗𓈘𓈇","Q1084","noun","","","Q499327","masculine","","","watering place (Sem. loan word)","EN"
"400345","L1384889","mšꜥ","𓀎𓀀𓏥","Q1084","noun","","","Q499327","masculine","","","member of a workforce","EN"
"76300","L1380034","mšꜥ","𓀎𓀀𓏥","Q1084","noun","","","Q499327","masculine","","","army; workforce","EN"
"76320","L1383729","mšꜥ","𓀎𓊛","Q1084","noun","","","Q499327","masculine","","","expedition","EN"
"600594","L1383402","mšꜥ","𓅓𓂝𓈙𓂝𓂾𓂻","Q1084","noun","","","","","","","journey; march","EN"
"76330","L1382656","mšꜥ","𓅓𓂝𓈙𓂝𓂾𓂻","Q24905","verb","","","","","","","to march","EN"
"76350","L1386234","mšꜥ","𓅓𓈙𓂝𓅬","Q1084","noun","","","Q499327","masculine","","","[a bird (med.)]","EN"
"76360","L1387380","mšꜥ","","Q1084","noun","","","","","","","commissions","EN"
"863645","L1392754","mšꜥ","","Q1084","noun","","","Q499327","masculine","","","[element of compounds that refer to myrrh]","EN"
"76380","L1385100","mšꜥ.w","𓅓𓈙𓂝𓅱𓂾𓂻𓀀𓏥","Q1084","noun","","","Q499327","masculine","","","traveler","EN"
"76390","L1392755","mšꜥ.t","","Q1084","noun","","","Q1775415","feminine","","","[offerings]","EN"
"863747","L1396735","mšꜥ-ꞽb","","Q1084","noun","","","Q499327","masculine","","","myrrh","EN"
"863921","L1392756","mšꜥ-rʾ-ꜣw","","Q1084","noun","","","Q499327","masculine","","","myrrh","EN"
"139150","L1396008","mšꜥy.tï","𓀙𓏲𓀀𓏪𓅓𓂝𓈙𓂝𓇋𓇋𓏏𓏭𓂾𓂻𓏥","Q1084","noun","","","Q499327","masculine","","","envoy","EN"
"76400","L1392749","mšw","","Q1084","noun","","","Q499327","masculine","","","sword","EN"
"889238","L1390525","mšb","","Q1084","noun","","","Q499327","masculine","","","[Titel]","DE"
"76420","L1384941","mšp","𓅓𓂝𓆷𓄿𓊪𓏲𓏴𓀜","Q24905","verb","","","","","","","to make an effort (?)","EN"
"76430","L1384413","mšpn.t","𓅓𓂝𓈙𓊪𓈖𓏏𓐎","Q1084","noun","","","Q1775415","feminine","","","[an illness]","EN"
"859376","L1387378","mšr","","Q24905","verb","","","","","","","[verb]","EN"
"76440","L1392740","mšr","","Q24905","verb","","","","","","","to be in the evening","EN"
"76450","L1392741","mšr","","Q1084","noun","","","Q499327","masculine","","","[a piece of furniture (table?) (Sem. loan word)]","EN"
"76470","L1386459","mšr.w","","Q1084","noun","","","","","","","evening; (evening) twilight","EN"
"76500","L1385002","mšr.wt","𓅓𓈙𓂋𓃭𓅱𓏏𓇶","Q1084","noun","","","","","","","evening meal","EN"
"76490","L1392742","mšrw","","Q1084","noun","","","Q499327","masculine","","","plain; wetland (Sem. loan wrod)","EN"
"76510","L1388146","mšrr","𓅓𓂝𓆷𓄿𓂋𓏤𓂋𓏤𓏴𓂡","Q24905","verb","","","","","","","to attach; to affix (Sem. loan word)","EN"
"860933","L1390538","mšš","","Q1084","noun","","","Q499327","masculine","","","[wood]","EN"
"76520","L1392744","mšš","","Q1084","noun","","","Q499327","masculine","","","[part of a boat]","EN"
"76530","L1384414","mššw.t","𓅓𓂝𓈙𓈙𓅱𓏏𓁸","Q1084","noun","","","Q1775415","feminine","","","[an illness]","EN"
"76570","L1389456","mšṯ","𓅓𓈙𓍿","Q1084","noun","","","Q499327","masculine","","","[a piece of jewellery]","EN"
"885371","L1392745","mšṯ","","Q1084","noun","","","Q499327","masculine","","","[Gewand]","DE"
"869159","L1390527","mšd","","Q1084","noun","","","Q499327","masculine","","","[body part]","EN"
"76580","L1392730","mšd","𓅓𓂝𓆷𓄿𓂧𓏭𓂷𓂡","Q24905","verb","","","","","","","to apply","EN"
"860946","L1390528","mšd","","Q1084","noun","","","Q499327","masculine","","","[tool or weapon]","EN"
"76590","L1389450","mšd","𓅓𓄞𓂧𓇨","Q1084","noun","","","Q499327","masculine","","","[a vegetal offering]","EN"
"76620","L1383629","mšd.t","𓅓𓄞𓂧𓏏𓈅𓏤","Q1084","noun","","","Q1775415","feminine","","","ford (on the Orontes)","EN"
"860955","L1390529","mšdd.t","","Q1084","noun","","","Q1775415","feminine","","","shaft, draw bar (vehicle)","EN"
"76630","L1392732","mšdd.t","","Q1084","noun","","","Q1775415","feminine","","","comb (Sem. loan word)","EN"
"76650","L1388711","mqꜥr","","Q1084","noun","","","Q499327","masculine","","","firebox (of an oven); oven (Sem. loan word)","EN"
"76660","L1392709","mqmq","","Q24905","verb","","","","","","","to sleep","EN"
"76680","L1387374","mqn.t","","Q1084","noun","","","","","","","washboard (?)","EN"
"76710","L1388132","mqr","𓅓𓂝𓈎𓏲𓃭𓏤𓇋𓏲𓏋𓏥","Q1084","noun","","","Q499327","masculine","","","[a vessel (situla?) (Sem. loan word)]","EN"
"76690","L1388133","mqr","𓌳𓄿𓈎𓄿𓂋𓏤𓆱","Q1084","noun","","","","","","","staff; rod (Sem. loan word)","EN"
"76720","L1389439","mqr.t","𓅓𓂝𓈎𓄿𓂋𓏏𓏯𓈒𓏥","Q1084","noun","","","Q1775415","feminine","","","[a substance (med.)]","EN"
"76790","L1385882","mqq","𓌳𓄿𓈎𓄿𓈎𓄿𓏏𓈇𓏤𓏪","Q1084","noun","","","Q499327","masculine","","","[soft, moist soil (Sem. loan word)]","EN"
"76850","L1386639","mk","","Q1084","noun","","","Q499327","masculine","","","festival","EN"
"76830","L1384123","mk","𓅓𓂝𓎡𓏲𓍱","Q1084","noun","","","Q499327","masculine","","","[a kind of cloth]","EN"
"858664","L1387730","mk","","Q24905","verb","","","","","","","sustain","EN"
"76800","L1389416","mk","𓐝𓂝𓎡𓊛","Q1084","noun","","","Q499327","masculine","","","[boat]","EN"
"76840","L1384885","mk.w","𓅓𓂝𓎡𓏲𓏛𓏥","Q1084","noun","","","Q499327","masculine","","","special rations","EN"
"76920","L1388126","mk.t","𓅓𓂝𓎡𓏏","Q1084","noun","","","Q1775415","feminine","","","overlay","EN"
"76890","L1383057","mk.t","𓅓𓂝𓎡𓏏","Q1084","noun","","","Q1775415","feminine","","","(correct) position; (proper) station","EN"
"859937","L1396975","mk.t-rd.wï","","Q1084","noun","","","Q1775415","feminine","","","throne; seat","EN"
"883712","L1396725","mk.tï","","Q1084","noun","","","Q499327","masculine","","","Schützer","DE"
"400902","L1392673","Mk-Km.t-wꜥf-pḏ.t-9","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebty-name of Ramesses IV]","EN"
"400878","L1387372","Mk-Km.t-wꜥf-ḫꜣs.wt","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebty-name of Ramesses II]; [Nebty-name of Sethos II]","EN"
"852674","L1387015","Mk-Km.t-wꜥf-ḫꜣs.wt-Rꜥw-ms-nṯr.w-grg-Tꜣ.wï","","Q147276","proper noun","Q115642102","royal name","","","","","[Nebtiname (2) Ramses' II.]","DE"
"76980","L1389420","mkꜣ","𓅓𓂓𓄿𓉐","Q24905","verb","","","","","","","to flatten (med.)","EN"
"76970","L1388127","mkꜣ","𓅓𓂝𓎡𓄿𓀁","Q24905","verb","","","","","","","to pay attention to","EN"
"857360","L1392677","mkꜣ","","Q1084","noun","","","Q499327","masculine","","","pedestal; base","EN"
"76990","L1385876","mkꜣ.t","𓅓𓂓𓏏𓊌","Q1084","noun","","","Q1775415","feminine","","","support; pedestal; bier","EN"
"77020","L1381952","mki̯","𓅓𓂝𓎡𓀜","Q24905","verb","","","","","","","to protect; to ward off","EN"
"863028","L1395210","mkï","","Q1084","noun","","","Q499327","masculine","","","[officinal use (pharm.)]","EN"
"850968","L1394522","mkꞽ","","Q1084","noun","","","Q499327","masculine","","","[title of a Semitic ruler]","EN"
"77030","L1384520","mkw","𓅓𓂝𓎡𓇋𓇋𓏲𓏛𓏥","Q1084","noun","","","","","","","protector","EN"
"76880","L1381990","mkw.t","𓅓𓂝𓎡𓏏𓏛","Q1084","noun","","","Q1775415","feminine","","","protection","EN"
"852393","L1390492","mkw.t-ḥꜥ.w","","Q1084","noun","","","Q1775415","feminine","","","protection for the body (a ritual text)","EN"
"76950","L1389419","mkw.t-ḥꜥ.w","𓅓𓂝𓎡𓏏𓏛𓎛𓂝𓄹𓄹𓄹","Q1084","noun","","","Q1775415","feminine","","","protection of the body (an amulet)","EN"
"76930","L1395053","mkw.tï","𓅓𓂝𓎡𓏏𓏭𓀜","Q1084","noun","","","Q499327","masculine","","","protector","EN"
"77040","L1389417","mkmr.t","𓅓𓂝𓎡𓅓𓂝𓃭𓏤𓍘𓇋𓍱","Q1084","noun","","","Q1775415","feminine","","","fishnets (Sem. loan word)","EN"
"77050","L1392674","mkr","𓅓𓂝𓎡𓂋𓏤𓊛","Q1084","noun","","","Q499327","masculine","","","[a boat]","EN"
"600237","L1392675","mkr","","Q1084","noun","","","Q499327","masculine","","","[a plant]","EN"
"77060","L1396726","mkr.ꞽ","𓅓𓂝𓎡𓏛𓃭𓏤𓇋𓏲𓏛𓀜","Q1084","noun","","","Q499327","masculine","","","merchant (Sem. loan word)","EN"
"77090","L1392676","mkr.t","","Q1084","noun","","","Q1775415","feminine","","","[part of a boat]","EN"
"77100","L1383457","mkḥꜣ","𓅓𓂝𓎡𓇉𓄿𓁶","Q1084","noun","","","Q499327","masculine","","","back of the head","EN"
